29043	Eielsn ATC B	ATC Base Ops
29044	Eielsn ATC R	ATC Ramp Net
29058	Eielsn MWR	Morale Welfare Recreation
29059	Eielsn Event	Special Events
29065	Eielsn 18th	18th AMU (F-16's)
29066	Eielsn 355th	355th AMU (A-10's)
29072	Eielsn Flt 1	Flight Line
29073	Eielsn 354 1	354th Maintenance Squadron (MXS) ammo Flight
29074	Eielsn Flt 2	Flight Line
29075	Eielsn 354 2	354th Maintenance Squadron (MXS)
29082	Eielsn POL	POL
29083	Eielsn Buses	Transportation Buses
29090	Eielsn Envir	Bio-Environmental, Hospital
29096	Eielsn Techs	Radio Techs
29097	Eielsn Cable	Eielson Cables Techs
29098	Eielsn ILS	Eielson ILS Techs
29115	Eielsn EW O	EW Ops
29116	Eielsn EO M	EW Maintenance
29117	Eielsn Cope	Cope Thunder - Safety
29118	Eielsn RF 0	Red-Flag - Ops
29119	Eielsn RF 1	Red-Flag - Ch 1
29120	Eielsn RF 2	Red-Flag - Ch 2
29121	Eielsn RF 3	Red-Flag - Ch 3
29122	Eielsn RF 4	Red-Flag - Ch 4
29123	Eielsn RF 5	Red-Flag - Ch 5
29124	Eielsn RF 6	Red-Flag - Ops
29125	Eielsn RF 7	Red-Flag - Ops
29126	Eielsn RF 8	Red-Flag - Ops
29127	Eielsn RF 9	Red-Flag - Ops
29128	Eielsn RF Th	"Red-Flag - Thunder"""""
29129	Eielsn RF M1	Red-Flag - Mach 1 (ES1)
29130	Eielsn RF M2	Red-Flag - Mach 2
29131	Eielsn RF M3	Red-Flag - Mach 3
29132	Eielsn RF M4	Red-Flag - Mach 4
29133	Eielsn RF M5	Red-Flag - Mach 5
29134	Eielsn RF 10	Red-Flag - Ops
29145	Eielsn FL A	Flight Line Ops - Avionics
29146	Eielsn FL S	Flight Line (Sweep?)
29147	Eielsn FL R	Flight Line (Raven?)
29148	Eielsn Chena	Chena Ops
29159	Eielsn Inspt	Inspector General
29163	Eielsn Crash	Crash Net
29178	Eielsn FL B	Flight Line (Bearcat?)
29192	Eielsn FL C	Flight Line (Cougar?)
29194	Eielsn FL H	Flight Line (Husky?)
29198	Eielsn FL G	Flight Line (Griffin?)
29200	Eielsn FL ?	Flight Line
29212	Eielsn PW Sn	Public Works - Snow Plows
29214	Eielsn ATOC	Air Terminal Operation Center (ATOC)
29515	FtGreely ATC	ATC Tower
29519	FtGreely	FtGreely
29531	FtGreely MP	Military Police
29565	FtGreely Rng	Range Control
29568	FtGreely FD1	Fire Dispatch
29574	FtGreely FD2	Fire
29784	Birch Hill 1	Birch Hill Rec Area 1 Ski Lodge
29785	Birch Hill 2	Birch Hill Rec Area 2
29786	Birch Hill 3	Birch Hill Rec Area 3
29787	Birch Hill 4	Birch Hill Rec Area 4
29788	Birch Hill 5	Birch Hill Rec Area 5
29808	BAS HOSP	Bassett Army Hospital
29854	FtWain Wldlf	Wildlife Enforcement
29855	FtWain Rng 1	Range Control
29857	FtWain Rng 2	Range Control
29874	FtWain FWA 1	FWA DOL
29875	FtWain FWA 2	FWA DOL/TMP
29876	FtWain FWA 3	FWA DOL/TMP
29877	FtWain FWA 4	FWA DOL/TMP
29878	FtWain FWA 5	FWA DOL/TMP
29888	FtWain RadTech 1	Radio Technicians 1
29889	FtWain RadTech 2	Radio Technicians 2
29890	FtWain RadTech 3	Radio Technicians 3
29896	FtWain Stryk	Stryker Ops
29911	FtWain FWA 6	FWA/Greely NWTC (Northern Warfare Training Center)
29918	FtWain MP 1	Military Police
29919	FtWain DPM1	FWA MP DPM1
29920	FtWain Tac1	FWA MP Tac 1 & Dispatch
29921	FtWain MP 2	Military Police
29922	FtWain MP 3	Military Police SRT
29923	FtWain MP 4	Military Police
29924	FtWain MP 5	Military Police
29925	FtWain MP 6	Military Police
29927	FWA MP Gate	FWA MP Gate Security
29929	FtWain Comp	Computer/Network Techs
29933	FtWain Rngrs	Rangers Ops?
29938	FtWain Staff	Staff Duty?
29941	FtWain Aviat	Aviation
29945	FtWain Safe	Safety
29947	FtWain DPSM	DPTSM
29951	FtWain Medvc	Medevac
29956	FtWain Baset	Bassette Base
29959	FtWain PW 1	Public Works
29960	FtWain PW 2	Public Works - Electrical
29961	FtWain PW 3	Public Works
29962	FtWain PW 4	Public Works - Roads & Grounds
29963	FtWain PW 5	Public Works
29964	FtWain PW 6	Public Works
29965	FtWain PW 7	Public Works
29966	FtWain PW 8	Public Works
29968	FtWain Rng 3	Range Control - Machine Gun Range
29969	FtWain Rng 4	Range Control
29970	FtWain Rng 5	Range Control
29971	FtWain FWA	FWA MOUT Site Control/Operations
29972	FtWain Rng 6	Range Control
29973	FtWain Rng 7	Range Control
29974	FtWain Rng 8	Range Control
29975	FtWain Rng 9	Range Control
29976	FtWain Rng 10	Range Control
29982	FtWain FD U	Fire - Utility
29983	FtWain FD Ds	Fire - Main Dispatch
29984	FtWain FD In	Fire - Inspectors
29985	FtWain FD T1	Fire - Tactical 1
29986	FtWain FD T2	Fire - Tactical 2
29987	FtWain FD T3	Fire - Tactical 3
29988	FtWain FD ?2	Fire
29993	FtWain ATC B	ATC Base Ops
29994	FtWain ATC G	ATC Ground Control
29995	FtWain ATC F	ATC Follow Me
29996	FtWain ATC T	ATC Tower
31201	ADOT Gustavs	Gustavus
31202	ADOT Haines	Haines
31203	ADOT Hoonah	Hoonah
31204	ADOT Juneau	Juneau
31205	ADOT Ketchkn	Ketchikan
31206	ADOT Klawock	Klawock
31207	ADOT Petersburg	Petersburg
31209	ADOT Skagway	Skagway
31213	ADOT Kake	Kake
31214	ADOT Wrangel	Wrangell
31215	ADOT Jun 1	Ops 1
31219	ADOT S Jun 2	Ops 2
31281	CVE Region A	Region A - Southeast
31412	Juv Just Juneau	Johnson Youth Center, Juneau
31415	Juvenile Justice	Juvenile Justice - Juneau
31501	Haines DNR	Haines-Skagway (HNS)
31621	DEC Juneau	Juneau
31812	AST NCIC A	A NCIC
31813	AST Traff A	A Traffic
31814	AST Ops A	A Operations
31815	AST Tac A	A Tactical
31816	AST Detect A	A Detectives
31817	AST Ops A	A Operations
31959	LMR Tech SE	LMR Technicians Southeast
32111	DOC TSP 7	Transport Ch. 7
32112	DOC TSP 8	Transport Ch. 8
33313	Craig Police	Craig Police
33317	Haines Police	Haines Police
33318	Haines Borough	Haines Borough
33330	Capital Transit	Capital Transit
33332	AKCess Paratrans	AKCess Paratransit
36610	S Multigroup	Multigroup
36661	S Hail	Hail
36662	S Cmd 2	Command 2
36663	S Cmd 3	Command 3
36664	S Cmd 4	Command 4
36665	S Cmd 5	Command 5
36666	S Cmd 6	Command 6
36701	LE A Tac 1	LE Region A Tac 1
36702	LE A Tac 2	LE Region A Tac 2
37221	Nat Parks SE	Operations Southeast
37311	NOAA Law  SE	NOAA Southeast Region
37314	NOAA Law 2	NOAA Operations
37318	NOAA Law 3	NOAA Operations
37925	Nat Guard 2	Alaska National Guard 2
37926	Nat Guard Jn	Alaska National Guard, Juneau
37928	Nat Guard	Alaska National Guard
38301	AST Judge A	A Judicial Services
43200	Anch WstWtr Adm	Water and Wastewater Utility Admin
43201	Anch WstWtr1	Water and Wastewater Utility 1
43202	Anch WstWtr2	Water and Wastewater Utilily 2
43204	Anch WstWtr3	Water and Wastewater Utilily 3
43205	Anch WstWtr4	Water and Wastewater Utilily 4
43300	Anch Waste 1	Solid Waste Services Dispatch
43301	Anch Waste 2	Solid Waste Services Operations
43302	Anch Waste 3	Solid Waste Services Operations
43303	Anch Waste 4	Solid Waste Services Operations
43401	Anch Port Sec	Port of Anchorage Security/Operations
43402	Anch Port Maint	Port of Anchorage Maintenance
43403	Anch Port 3	Port of Anchorage Operations
44021	Anch FD/EMS	Alarm 1 - Fire/EMS Dispatch
44022	Anch FD Com2	Fire Command 2
44023	Anch FD Tac3	Fire Tactical 3
44024	Anch FD Tac4	Fire Tactical 4
44025	Anch FD Tac5	Fire Tactical 5
44026	Anch FD Tac6	Fire Tactical 6
44027	Anch FD Tac7	Fire Tactical 7
44028	Anch FD Tac8	Fire Tactical 8
44029	Anch FD Tac9	Fire Tactical 9
44030	Medic Hospit	Medic to Hospital
44031	Pvt Ambul Disp	Private Ambulance Services Dispatch
44032	AFD Training 1	Fire Training 1
44033	AFD Training 2	Fire Training 2
44034	AFD Explorers 1	Fire Explorers 1
44035	AFD Explorers 2	Fire Explorers 2
44071	Chugiak FD/EMS	Chugiak Alarm 1 - Fire/EMS Dispatch
44072	Chugiak FD 2	Chugiak Fire Command 2
44073	Chugiak FD 3	Chugiak Fire Tac 3
44074	Chugiak FD 4	Chugiak Fire Tac 4
44075	Chugiak FD 5	Chugiak Fire Tac 5
44076	Chugiak FD 6	Chugiak Fire Tac 6
44081	Girdwood FD/EMS	Girdwood Alarm 1 - Fire/EMS Dispatch
44082	Girdwood Com	Girdwood Command 2
44083	Girdwood FD Tac3	Girdwood Fire Tac 3
44084	Girdwood FD Tac4	Girdwood Fire Tac 4
44101	Anch PD 1 N Disp	North Dispatch
44102	Anch PD 2 Util	Utility
44103	Anch PD 3 S Disp	South Dispatch
44104	Anch PD 4	Police 4
44105	Anch PD 5	Police 5
44106	Anch PD 6	Police 6
44107	Anch PD 7	Police 7
44108	Anch PD 8	Police 8
44109	APD Supv	APD Supervisors
44110	APD Traffic	APD Traffic Units
44111	Anch PD Comm	Police Community Action Policing Units
44112	APD Det 1	APD Detectives 1
44113	APD Det 2	APD Detectives 2
44114	Anch PD Vice	Police Vice Units
44211	Anch SAR 1	Police Auxiliary Search Team 1
44212	Anch SAR 2	Police Auxiliary Search Team 2 Tactical
44213	Anch Patrols	Community Patrols
44301	Anch Bus 1	People Mover 1
44302	Anch Bus 2	People Mover 2
44305	Anch Bus Sup	People Mover Supervisors
44311	AnchorRides1	AnchorRides 1
44312	AnchorRides2	AnchorRides 2
44314	Anch Transit Sec	Transit Security
44404	Anch PD Spe1	Police Special Assignment Units 1
44405	Anch PD Spe2	Police Special Assignment Units 2
44410	Anch Street Disp	Street Maintenance Dispatch
44412	Anch Street 2	Street Maintenance 2
44413	Anch Street 3	Street Maintenance 3
44414	Anch Street 4	Street Maintenance 4
44415	Anch Street 5	Street Maintenance 5
44441	Anch RadioMt	Radio Maintenance
44611	Anch Health Srv1	Health and Human Services 1
44612	Anch Health Srv2	Health and Human Services 2
44613	Anch Health Srv3	Health and Human Services 3
44614	Anch Health Srv4	Health and Human Services 4
44615	Anch Health Srv5	Health and Human Services 5
44616	Anch Health Srv6	Health and Human Services 6
44617	Anch Health Srv7	Health and Human Services 7
44618	Anch Housing 1	Temporary Housing 1
44619	Anch Housing 2	Temporary Housing 2
44620	Anch Housing 3	Temporary Housing 3
44621	Anch A/C Disp	Animal Control Dispatch
44622	Anch A/C 2	Animal Control 2
44631	Anch Health Net	Areawide Hospital/Health Services Net
44701	Anch Emerg 1	Emergency Operations Center 1
44702	Anch Emerg 2	Emergency Operations Center 2
44801	Anch Parks	Parks, Recreation and Beautification
45001	Anch School Call	School District Calling Channel
45002	Anch School Adm	School District Admin Channel
45003	ASD Adm Talk	ASD Admin Talkaround
45004	ASD High Sch	ASD High Schools
45005	ASD Mid Sch	ASD Middle Schools
45006	ASD Sec Talk	ASD Security Talkaround
45007	ASD Elementary	ASD Elementary School
45008	ASD Elem Talk	ASD Elementary School Talk
45009	ASD Sp Ed / Mode	ASD Special Education
45010	ASD Sp Ed Tlk	ASD Special Education Talk
45011	ASD Fclty Maint	ASD Facility Maintenance
45012	ASD Support/ Mod	ASD Support
45013	ASD Sup Talk	ASD Support Talk
45014	ASD Talkaround	ASD Talkaround
45016	Anch Schl	School District
45017	Anch Schl	School District
45018	Anch Schl	School District
45301	Anch Museum	Museum Security
45302	Museum Maint	Museum Maintenance
45304	Anch Museum	Museum Operations
45501	EasyPark Sec	Easy Park Security
45502	EasyPark Met	Easy Park - Meters
46620	F IC Multigr	Multigroup
46621	F IC Hail	Hail
46622	F IC Tac 2	Tac 2
46623	F IC Tac 3	Tac 3
46624	F IC Tac 4	Tac 4
46625	F IC Tac 5	Tac 5
46626	F IC Tac 6	Tac 6
46627	F IC Tac 7	Tac 7
46628	F IC Tac 9	Tac 9
46631	F IC Tac 10	Tac 10
46632	F IC Tac 11	Tac 11
46633	F IC Tac 12	Tac 12
46634	F IC Tac 13	Tac 13
46635	F IC Tac 14	Tac 14
46636	F IC Tac 15	Tac 15
46701	LE F Tac 1	LE Region F Tac 1
46702	LE F Tac 2	LE Region F Tac 2
49001	UAA Police 1	University of Alaska Anchorage Police 1 Dispatch
49002	UAA Police 2	University of Alaska Anchorage Police 2
49003	UAA Police 3	University of Alaska Anchorage Police 3
49021	VA PD Ops	Police Operations - Anchorage
49022	VA PD Disp	Police Dispatch - Anchorage
49900	ANC PD/FD	Police/Fire Dispatch
49901	ANC Tac 1	Airport Tactical 1
49902	ANC Facilities	Airport Facilities
49903	ANC Security	Airport Security
49904	ANC Fire Train	Airport Fire Training
49905	ANC Tac 5	Airport Tactical 5
49906	ANC Tac6 	Airport Tactical 6
61001	AK Defense 1	Alaska State Defense Force 1
61002	AK Defense 2	Alaska State Defense Force 2
61003	AK Defense 3	Alaska State Defense Force 3
61841	LifeMed Helo	LifeMed Alaska Helicopter AirComm
